user_id,start_longitude,start_latitude,end_longitude,end_latitude,timestamp,arrive_by,leave_at
f2fd6df0-4bfc-4937-a51b-845c8f9c605a,-79.691460623644872,44.388475137076711,-79.64789384754728,44.409130500846715,2025-09-03 23:49:21 UTC,,2025-09-03 23:49:37 UTC
622c29d2-7e25-4891-a0c7-927ab822e047,-79.7351380857601,44.397454366414927,-79.669414402192,44.410033263581724,2025-09-03 17:50:18 UTC,,2025-09-03 17:50:34 UTC
5eb2e637-1528-4bcb-a76a-d3d4bb9b6242,-79.6680019065359,44.410930948782273,-79.669414402192,44.410033263581724,2025-09-03 17:02:55 UTC,,2025-09-03 17:03:11 UTC
57dd711b-b8b5-4532-bf8f-3df75b86b4c5,-79.690992871955274,44.371407300192566,-79.455641186532887,44.077650286769313,2025-09-03 20:53:03 UTC,,2025-09-03 20:53:19 UTC
5e142265-5f9a-4d25-abbb-75efa88b5537,-79.665482681768211,44.412727735522459,-79.676787417477172,44.414519957667189,2025-09-04 00:14:03 UTC,,2025-09-04 00:14:19 UTC
a81e7b6e-4189-487e-b1a4-a89db624c8e5,-79.66925324884447,44.41272948442834,-79.628839907090125,44.351636895084013,2025-09-03 21:21:43 UTC,,2025-09-03 21:21:59 UTC
6f7f2948-e049-48e0-a72a-8f6a878e825b,-79.676824367572038,44.4091325527614,-79.711744015465229,44.382178641123332,2025-09-03 05:13:11 UTC,,2025-09-05 20:00:00 UTC
c5d5159a-932d-4f75-a81c-2caeb1215c1d,-79.690345351410542,44.387572409546344,-79.642145595107053,44.366913502778786,2025-09-03 15:38:15 UTC,,2025-09-03 15:38:31 UTC
f37d8d35-f06a-43b6-83dc-17cd13adf92f,-79.648773101607219,44.356133641146926,-79.63258537521736,44.355236921087659,2025-09-03 17:03:19 UTC,,2025-09-03 17:03:35 UTC
3c5e1e1d-3d2d-4318-be04-8cf8a6b17b3a,-79.708109944146571,44.411829146189469,-79.710966003167087,44.341757336277738,2025-09-03 16:30:33 UTC,,2025-09-03 16:30:49 UTC
25e2762f-6f1b-4dfa-b9b3-2dd6cc1ebb00,-79.710906443670964,44.41003479389186,-79.717048866670581,44.410932455101005,2025-09-03 17:19:33 UTC,,2025-09-03 17:19:49 UTC
5fd9d07c-f59f-4385-b9fb-e807c4e5933c,-79.661351455676964,44.354339906199158,-79.680829207334085,44.339966231075273,2025-09-03 10:25:38 UTC,,2025-09-03 10:25:54 UTC
f439762b-2c7d-4a79-b22a-3732c94d82b8,-79.707950910086851,44.387571647113724,-79.627585604697458,44.351641183424952,2025-09-03 20:07:23 UTC,,2025-09-03 20:30:00 UTC
4415df9c-bc0f-476b-b60d-a3d09daf4567,-79.655583512748066,44.410029415514593,-79.694960783422374,44.332776993710119,2025-09-03 06:39:41 UTC,,2025-09-03 06:39:57 UTC
aa28e95e-4ed8-4dec-b552-3c24ac8e8b08,-79.669547508557784,44.336373584820564,-79.721179419096956,44.33726599276725,2025-09-03 22:16:09 UTC,,2025-09-03 22:16:25 UTC
d9c66d61-9663-499f-9362-077980be204d,-79.655906868333375,44.401047915147586,-79.707053875565876,44.34265671961257,2025-09-03 18:55:29 UTC,,2025-09-03 18:55:45 UTC
8a116ec2-6295-43ff-98a5-bbb9038cfea1,-79.669414402192,44.410033263581724,-79.720366813664612,44.359725870184278,2025-09-03 21:34:58 UTC,,2025-09-03 21:35:14 UTC
758797fd-2a42-4645-a7fb-9e7495183a6a,-79.669265865328711,44.410933679783071,-79.6576308896999,44.416320604568789,2025-09-03 14:34:30 UTC,,2025-09-03 14:34:46 UTC
b65d3033-555a-46f5-b9f6-f4788565d120,-79.700588124674226,44.350744658429889,-79.704528856399222,44.346247652569666,2025-09-03 18:00:32 UTC,,2025-09-03 18:00:48 UTC
1c92f713-b9ff-4650-840b-02c4f9cef70d,-79.642834940338773,44.345352867451588,-79.680686493829839,44.34085754135689,2025-09-03 13:26:24 UTC,,2025-09-03 18:00:00 UTC
354d0287-ae40-4f1a-b17f-16b49c307c08,-79.66800265930604,44.412725752900542,-79.661177579085148,44.360623311421961,2025-09-03 14:13:00 UTC,,2025-09-03 21:00:00 UTC
