user_id,start_longitude,start_latitude,end_longitude,end_latitude,timestamp,arrive_by,leave_at
E4F7809C-9D32-4820-95C3-33FA87A6D62F,-79.686935047063827,44.373197915707209,-79.6942439273711,44.417217504708951,2025-07-15 23:38:01 UTC,,2025-07-15 23:38:17 UTC
8bd0da02-dc76-42e5-a43a-bdbb60b3582b,-79.7177032179658,44.392959568365058,-79.632486301766548,43.6087366390369,2025-07-15 16:58:24 UTC,,2025-07-15 16:58:40 UTC
1a1610c4-63a2-410e-a1e1-00df09385322,-79.700588124674226,44.350744658429889,-79.377403019416718,43.641073775514513,2025-07-15 09:55:12 UTC,,2025-07-15 09:55:28 UTC
ccb8c8b2-4ddc-48eb-ae6a-cdc44572ab1f,-79.6576308896999,44.416320604568789,-79.656068776899247,44.398352020021065,2025-07-15 12:24:40 UTC,2025-07-15 13:00:00 UTC,
b39f8c05-79c2-43bf-9fa3-a9d8b80c8b4b,-79.645007208620811,44.356131161787545,-79.6112502199826,44.351641302956239,2025-07-15 21:32:02 UTC,,2025-07-16 01:00:00 UTC
8bd0da02-dc76-42e5-a43a-bdbb60b3582b,-79.7177032179658,44.392959568365058,-79.632486301766548,43.6087366390369,2025-07-15 15:46:16 UTC,,2025-07-15 15:46:32 UTC
3def1831-4d95-4ae6-9601-7a4dea3b5e05,-79.6883207185203,44.374096459879894,-79.6883207185203,44.374096459879894,2025-07-15 14:29:19 UTC,,2025-07-15 14:29:35 UTC
89d52df6-4597-45ec-a21d-8171f174c6a8,-79.698416342341758,44.339967163939896,-79.679580634990813,44.339962603384123,2025-07-15 19:18:06 UTC,2025-07-15 20:05:00 UTC,
a0fd02b9-1ed6-4daa-94d7-92bba242ab31,-79.691608643150886,44.387574901746113,-79.699764372991723,44.403746756014272,2025-07-16 00:06:45 UTC,,2025-07-16 00:07:01 UTC
fc71241b-b69d-4dfc-b5ee-c0341bf6c840,-79.6797275167865,44.337269353719066,-79.680977280473257,44.339066448454091,2025-07-15 17:39:07 UTC,,2025-07-15 17:39:23 UTC
6a01ea2c-c25d-4e14-967f-44de4d6aa42b,-79.651813033093575,44.408232450658893,-79.404236951376532,43.731803243624647,2025-07-16 02:27:03 UTC,,2025-07-16 12:00:00 UTC
9326e4be-c711-46f3-9a0e-1e9e41e61569,-79.7257213220811,44.381283086981625,-79.702916007256462,44.389371642072831,2025-07-15 11:45:25 UTC,,2025-07-15 11:45:41 UTC
89d2c078-4ff8-4fd3-bbfb-4ac52fe1a54a,-79.718942591861293,44.394758224573252,-79.7227325263412,44.391167347950194,2025-07-15 16:02:02 UTC,,2025-07-15 16:02:18 UTC
89d2c078-4ff8-4fd3-bbfb-4ac52fe1a54a,-79.718942591861293,44.394758224573252,-79.7227325263412,44.391167347950194,2025-07-15 16:02:21 UTC,,2025-07-15 16:02:37 UTC
f2fd6df0-4bfc-4937-a51b-845c8f9c605a,-79.673393439064213,44.371405379853108,-79.705872278092613,44.410032098796044,2025-07-15 22:23:09 UTC,,2025-07-15 23:55:00 UTC
05ced241-d8e8-471d-9a2c-3c297ecbac38,-79.706855281028538,44.381284235601171,-79.689637266310555,44.338168312391431,2025-07-15 20:00:50 UTC,,2025-07-15 20:01:06 UTC
8a22b996-b796-4402-ace1-c20efc48d1e8,-79.694454325467433,44.37679770060835,-79.709862491555242,44.339060723267934,2025-07-15 18:32:22 UTC,,2025-07-15 19:40:00 UTC
70a18ec7-cae9-4e7b-9244-74917ba43758,-79.669522338491532,44.339962532157557,-79.615932550314355,44.362420163204455,2025-07-15 19:25:35 UTC,,2025-07-15 19:25:51 UTC
b3a53239-d7a9-4f47-b598-092ac46f54e2,-79.6399593640286,44.359722669115769,-79.710987886844919,44.338168356778574,2025-07-15 21:15:14 UTC,,2025-07-15 21:15:21 UTC
53422be2-dd98-45bb-beeb-511e808761b0,-79.7092118030022,44.3857796156684,-79.68560481334994,44.412729303038759,2025-07-15 22:11:58 UTC,,2025-07-15 22:12:14 UTC
fffdd60f-0caf-4cf7-95d2-bfb30d4f3caa,-79.68088995034843,44.405538416380139,-79.674132318046787,44.41542159503846,2025-07-15 21:48:55 UTC,,2025-07-16 10:30:00 UTC
2bfe418e-edc9-481a-ad20-fe64f8ef6ecb,-79.91406637230466,43.256594765537969,-79.6883207185203,44.374096459879894,2025-07-16 01:41:06 UTC,,2025-07-17 00:41:00 UTC
dbc70a50-922e-406a-bd3d-792d4a068e06,-79.6691226987025,44.411825617969107,-79.433701094857184,44.581612289760308,2025-07-15 11:54:14 UTC,,2025-07-15 11:54:30 UTC
86cc839a-fa4d-41a9-be76-bc8afafbf483,-79.65435898312343,44.402844680586561,-79.682107317930843,44.336372427245919,2025-07-16 02:50:03 UTC,,2025-07-16 02:50:19 UTC
ca46b857-79a2-424b-b92e-f18b5be1ded9,-79.683763406249511,44.391168571874424,-79.661699190102382,44.414521702411449,2025-07-15 23:18:41 UTC,,2025-07-15 23:18:57 UTC
eea7037d-5fc3-4ece-9c3a-c918e0205bc1,-79.692704218138758,44.390265525358885,-79.703537326168657,44.401944275610219,2025-07-15 14:12:07 UTC,,2025-07-15 14:12:23 UTC
f0ccbb42-6608-4d62-a17b-0d581ddb9ff5,-79.679579424575948,44.338169118653362,-79.679420337341341,44.342656927570879,2025-07-15 23:54:25 UTC,,2025-07-15 23:54:41 UTC
b96cd391-177e-4e69-bbd3-c0b867b1ba93,-79.718516404562507,44.338168894128593,-79.685309698621182,44.389371639881716,2025-07-15 15:49:38 UTC,2025-07-15 17:00:00 UTC,
8a33b323-13fc-4143-a53c-2da0c55f4c55,-79.6680019065359,44.410930948782273,-79.699134344153734,44.416317840108114,2025-07-15 15:42:19 UTC,,2025-07-15 15:42:35 UTC
86699441-2ab0-426b-a302-2315283483a1,-79.62773477928738,44.350741350338239,-79.3806817517713,43.64556678179553,2025-07-15 23:04:43 UTC,,2025-07-20 11:00:00 UTC
8a22b996-b796-4402-ace1-c20efc48d1e8,-79.693056792282974,44.377694371792373,-79.694454325467433,44.37679770060835,2025-07-15 16:31:06 UTC,,2025-07-15 16:31:22 UTC
cd7e355a-0f17-47f8-9523-45cb6de30a97,-79.706993773652712,44.410926380360124,-79.669414402192,44.410033263581724,2025-07-15 16:30:36 UTC,,2025-07-15 16:30:52 UTC
fa323ecf-8372-4e93-9fe2-4ce47d586e8c,-79.636716528667989,44.342657113026377,-79.677081265509884,44.33636836791127,2025-07-15 14:05:25 UTC,,2025-07-16 10:05:00 UTC
84e30348-cd15-44fa-90aa-55ef1aaf1dc9,-79.68833256742397,44.372301359953283,-79.68833256742397,44.372301359953283,2025-07-15 08:50:28 UTC,,2025-07-15 08:50:44 UTC
